payment_id,member_id,amount,payment_date,payment_type
2509,195,143.63,2025-02-05,Membership Fee
2510,279,37.83,2024-12-24,Donation
2511,174,147.29,2024-06-24,Donation
2512,52,22.67,2022-11-24,Membership Fee
2513,28,57.68,2024-03-05,Fine
2514,367,49.51,2023-08-28,Donation
2515,81,47.97,2023-05-30,Fine
2516,159,146.91,2024-07-12,Fine
2517,420,182.31,2024-02-29,Donation
2518,191,33.32,2022-09-16,Membership Fee
2519,74,172.93,2023-02-23,Membership Fee
2520,102,39.31,2022-08-04,Membership Fee
2521,32,55.4,2024-09-09,Fine
2522,346,49.63,2025-01-26,Membership Fee
2523,297,41.67,2023-01-29,Donation
2524,114,132.59,2025-05-19,Membership Fee
2525,56,138.49,2023-08-25,Membership Fee
2526,382,43.01,2025-04-16,Membership Fee
2527,113,59.64,2024-04-07,Donation
2528,227,187,2022-07-24,Donation
2529,293,17.55,2023-12-04,Fine
2530,365,144.36,2024-08-21,Membership Fee
2531,417,102.66,2024-09-23,Membership Fee
2532,206,72.67,2025-05-04,Membership Fee
2533,127,93.37,2022-08-27,Fine
2534,108,24.28,2023-09-18,Membership Fee
2535,434,60.07,2024-10-06,Fine
2536,219,143.29,2022-11-23,Fine
2537,468,149.02,2025-03-11,Membership Fee
2538,451,158.79,2024-04-10,Donation
2539,298,86.31,2025-06-30,Donation
2540,320,122.88,2023-07-28,Membership Fee
2541,46,63.44,2022-09-23,Donation
2542,214,187.52,2022-11-07,Donation
2543,163,14.28,2024-01-23,Donation
2544,478,167.31,2023-01-25,Fine
2545,470,55.5,2023-10-31,Donation
2546,172,28.01,2023-12-22,Membership Fee
2547,261,14.38,2023-03-27,Fine
2548,137,130.16,2024-11-19,Donation
2549,164,177.78,2023-12-11,Fine
2550,446,124.75,2025-02-05,Donation
2551,491,163.12,2023-07-23,Membership Fee
2552,359,127.28,2024-10-02,Fine
2553,100,168.91,2025-01-27,Fine
2554,390,108.76,2022-08-10,Fine
2555,404,8.34,2024-11-28,Membership Fee
2556,23,197.29,2025-02-04,Membership Fee
2557,120,77.13,2024-09-03,Fine
2558,29,16.54,2025-06-08,Fine
2559,66,142.64,2025-06-14,Fine
2560,201,11.27,2024-04-04,Donation
2561,465,128,2025-05-20,Fine
2562,305,198.49,2023-06-23,Membership Fee
2563,95,46.78,2025-06-19,Donation
2564,330,149.77,2024-01-01,Membership Fee
2565,182,133.07,2023-04-15,Fine
2566,267,55.32,2022-10-15,Membership Fee
2567,191,68.84,2025-05-03,Donation
2568,80,194.97,2024-02-09,Fine
2569,95,116.06,2024-04-18,Donation
2570,350,22.09,2023-01-31,Membership Fee
2571,81,41.05,2023-11-15,Fine
2572,429,178.13,2023-11-03,Donation
2573,236,60.31,2023-05-11,Fine
2574,71,90.77,2023-05-23,Donation
2575,134,44.72,2024-04-11,Fine
2576,322,52.72,2024-01-12,Membership Fee
2577,258,172.37,2024-08-08,Donation
2578,10,95.22,2024-06-25,Donation
2579,20,68.91,2023-02-23,Donation
2580,462,15.72,2022-11-14,Fine
2581,404,47.87,2024-10-02,Donation
2582,150,198.63,2023-09-28,Fine
2583,19,111.48,2023-05-27,Membership Fee
2584,20,76.69,2025-03-26,Donation
2585,275,142.16,2023-05-07,Donation
2586,56,31.11,2024-01-06,Membership Fee
2587,61,161.09,2024-10-14,Membership Fee
2588,445,164.69,2024-12-09,Donation
2589,114,74.79,2023-10-07,Membership Fee
2590,244,139.89,2023-08-30,Donation
2591,419,18.86,2024-04-09,Donation
2592,90,172.81,2023-03-23,Donation
2593,44,161.58,2024-12-16,Fine
2594,451,196.53,2023-08-27,Membership Fee
2595,261,45.4,2024-05-31,Membership Fee
2596,323,120.41,2024-11-11,Membership Fee
2597,284,22.01,2023-04-13,Fine
2598,230,154.57,2023-05-08,Membership Fee
2599,482,86.35,2022-09-23,Fine
2600,471,159,2024-03-20,Membership Fee
2601,158,117.88,2022-12-22,Fine
2602,181,159.12,2023-08-22,Membership Fee
2603,463,172.02,2024-08-12,Membership Fee
2604,474,105.81,2023-12-29,Membership Fee
2605,328,186.83,2024-08-30,Fine
2606,489,22.24,2022-09-03,Fine
2607,232,150.02,2024-01-10,Fine
2608,8,169.71,2025-01-17,Fine
2609,480,46.74,2023-07-07,Fine
2610,373,95.08,2024-11-20,Donation
2611,125,44.61,2022-08-04,Donation
2612,57,199,2025-04-28,Donation
2613,49,66.98,2023-03-18,Fine
2614,26,20.37,2025-05-08,Membership Fee
2615,456,119.13,2025-02-11,Fine
2616,489,36.71,2024-01-18,Fine
2617,269,170.5,2025-05-11,Fine
2618,12,118,2023-01-09,Donation
2619,344,126.62,2025-06-29,Membership Fee
2620,356,117.03,2025-01-26,Fine
2621,481,64.65,2025-06-22,Donation
2622,266,85.29,2023-01-29,Membership Fee
2623,479,50.45,2022-09-07,Fine
2624,482,141.01,2024-12-28,Donation
2625,269,58.73,2024-07-29,Membership Fee
2626,233,40.9,2023-04-09,Fine
2627,188,73.65,2024-08-29,Fine
2628,23,9.15,2023-03-02,Membership Fee
2629,475,107.01,2023-12-17,Membership Fee
2630,239,83.6,2024-09-22,Fine
2631,294,194.78,2024-04-03,Fine
2632,15,33.94,2024-02-29,Donation
2633,257,72.17,2023-05-12,Fine
2634,24,46.57,2025-01-22,Membership Fee
2635,456,161.17,2024-12-31,Donation
2636,114,52.59,2025-03-20,Membership Fee
2637,229,129.74,2022-12-15,Fine
2638,463,22.53,2024-01-17,Membership Fee
2639,280,144.37,2024-05-07,Membership Fee
2640,421,105.62,2023-04-09,Donation
2641,50,101.3,2022-08-16,Membership Fee
2642,79,45.36,2023-04-21,Fine
2643,370,193.2,2025-04-04,Donation
2644,230,57.4,2025-03-05,Donation
2645,146,143.17,2024-06-22,Membership Fee
2646,254,150.54,2024-02-04,Fine
2647,41,128.91,2023-12-28,Membership Fee
2648,398,93.18,2025-01-06,Fine
2649,11,128.78,2023-04-12,Fine
2650,339,61.52,2023-09-21,Membership Fee
2651,200,178.31,2025-07-12,Donation
2652,29,122.55,2024-04-17,Donation
2653,391,7.32,2025-02-03,Membership Fee
2654,318,180.23,2024-08-23,Membership Fee
2655,254,154.35,2024-05-12,Donation
2656,227,124.71,2023-09-13,Membership Fee
2657,440,156.99,2023-08-06,Membership Fee
2658,139,77.51,2023-09-08,Fine
2659,436,151.59,2024-10-05,Donation
2660,112,166.09,2024-12-26,Membership Fee
2661,243,53.2,2024-07-14,Membership Fee
2662,133,151.76,2024-12-10,Fine
2663,105,172.28,2024-10-27,Membership Fee
2664,372,42.41,2023-02-20,Donation
2665,348,6.2,2025-06-06,Fine
2666,270,88.39,2023-11-12,Donation
2667,300,144.91,2024-08-16,Fine
2668,121,127.26,2023-02-05,Fine
2669,65,125.34,2023-07-28,Donation
2670,374,193.44,2022-12-08,Donation
2671,155,70.34,2025-07-09,Membership Fee
2672,156,19.22,2025-02-14,Donation
2673,103,49.38,2023-07-23,Donation
2674,441,18.93,2024-01-26,Donation
2675,181,18.41,2023-11-03,Membership Fee
2676,411,65.18,2022-11-18,Donation
2677,493,121.04,2022-12-28,Donation
2678,335,148.76,2023-08-08,Membership Fee
2679,18,151.59,2023-02-10,Fine
2680,136,126.45,2023-06-12,Membership Fee
2681,425,145.98,2023-08-04,Donation
2682,184,135.15,2023-04-11,Membership Fee
2683,93,41.35,2025-06-12,Membership Fee
2684,364,69.41,2024-10-30,Membership Fee
2685,187,131.86,2024-11-03,Donation
2686,462,170.79,2022-10-31,Donation
2687,269,19.06,2025-01-18,Membership Fee
2688,192,51.66,2024-09-10,Membership Fee
2689,297,8.91,2024-07-16,Donation
2690,306,141.98,2023-04-11,Membership Fee
2691,235,187.73,2024-04-26,Donation
2692,310,49.63,2025-01-25,Donation
2693,180,128.18,2023-03-22,Donation
2694,3,132.18,2022-11-22,Fine
2695,260,104.14,2023-10-16,Donation
2696,274,106.79,2023-06-10,Fine
2697,62,80.58,2022-11-12,Membership Fee
2698,239,81.36,2025-01-17,Membership Fee
2699,477,190.75,2023-06-15,Membership Fee
2700,227,114.02,2023-06-02,Membership Fee
2701,400,150.92,2022-10-01,Membership Fee
2702,182,199.94,2023-09-13,Donation
2703,264,106.47,2022-12-10,Membership Fee
2704,405,23.55,2024-04-11,Donation
2705,4,166.78,2024-03-15,Fine
2706,373,52.29,2022-12-18,Membership Fee
2707,106,145.17,2024-06-19,Membership Fee
2708,237,155.56,2024-08-25,Membership Fee
2709,85,84.48,2022-11-06,Fine
2710,351,64.01,2024-08-11,Donation
2711,51,167.14,2024-05-27,Membership Fee
2712,434,127.8,2024-05-12,Donation
2713,217,123.74,2025-05-14,Fine
2714,236,13.17,2023-02-03,Donation
2715,312,16.84,2024-04-16,Donation
2716,145,139.54,2023-12-01,Fine
2717,149,43.97,2024-12-12,Donation
2718,209,39.49,2023-11-20,Donation
2719,137,84.47,2022-11-23,Fine
2720,1,87.16,2024-09-08,Membership Fee
2721,94,110.96,2025-05-12,Membership Fee
2722,300,21.42,2024-11-06,Donation
2723,109,85.18,2022-08-13,Fine
2724,61,11.95,2025-03-22,Membership Fee
2725,492,17.45,2022-11-17,Membership Fee
2726,198,185.94,2024-12-29,Donation
2727,435,51.5,2023-06-16,Fine
2728,221,178.05,2023-01-20,Membership Fee
2729,371,133.72,2024-02-18,Fine
2730,427,175.51,2022-11-17,Membership Fee
2731,355,104.72,2025-01-11,Membership Fee
2732,460,150.94,2024-05-08,Fine
2733,482,49.17,2024-01-25,Membership Fee
2734,429,110.55,2023-07-08,Membership Fee
2735,403,90.74,2024-05-01,Membership Fee
2736,39,166.5,2023-07-02,Donation
2737,227,155.57,2022-12-04,Fine
2738,39,35.32,2025-05-20,Donation
2739,328,52.86,2023-08-29,Fine
2740,19,109.21,2025-06-26,Membership Fee
2741,296,132.68,2023-11-22,Donation
2742,232,56.53,2023-11-11,Membership Fee
2743,328,42.43,2024-02-04,Donation
2744,415,198.74,2024-07-04,Membership Fee
2745,265,104.17,2025-05-27,Membership Fee
2746,361,127.52,2022-11-29,Fine
2747,140,150.44,2023-06-16,Fine
2748,185,50.16,2024-04-10,Donation
2749,493,97.67,2024-07-07,Membership Fee
2750,308,133.25,2023-03-26,Fine
2751,384,28.78,2024-06-23,Donation
2752,190,66.05,2023-11-21,Membership Fee
2753,440,188.41,2025-04-27,Fine
2754,247,199.39,2024-04-06,Fine
2755,91,26.6,2022-12-17,Membership Fee
2756,273,49.36,2025-05-09,Fine
2757,432,84.86,2025-01-25,Donation
2758,408,41.24,2023-08-25,Donation
2759,485,65.8,2023-06-20,Fine
2760,264,148.2,2025-04-18,Fine
2761,289,20.6,2024-12-18,Donation
2762,30,36.84,2023-10-07,Donation
2763,358,8.38,2023-07-01,Donation
2764,1,28.21,2024-11-29,Fine
2765,389,95.04,2023-01-15,Donation
2766,110,44.12,2022-07-28,Fine
2767,402,149.95,2024-12-21,Fine
2768,95,141.56,2025-02-09,Donation
2769,492,68.62,2023-12-19,Membership Fee
2770,367,199.24,2025-07-05,Donation
2771,236,62.5,2025-03-20,Membership Fee
2772,416,164.73,2022-08-25,Membership Fee
2773,42,167.32,2023-08-26,Donation
2774,5,66.12,2025-02-26,Fine
2775,392,73.09,2024-03-03,Membership Fee
2776,18,103.59,2023-01-22,Fine
2777,32,73.6,2023-12-22,Fine
2778,461,94.89,2023-08-13,Fine
2779,283,193.06,2023-09-07,Donation
2780,497,89.57,2024-06-10,Membership Fee
2781,410,171.39,2022-11-28,Donation
2782,426,15.09,2024-03-27,Fine
2783,496,96,2024-04-03,Donation
2784,284,48.96,2022-09-30,Donation
2785,109,43.57,2025-05-04,Membership Fee
2786,414,177.4,2024-06-21,Donation
2787,327,84.6,2024-03-09,Fine
2788,469,102.31,2025-02-07,Donation
2789,356,49.56,2025-03-14,Fine
2790,87,136.21,2023-02-24,Membership Fee
2791,91,182.41,2024-07-31,Donation
2792,379,198.38,2023-06-17,Fine
2793,154,176.02,2024-05-19,Donation
2794,128,173.12,2022-10-13,Membership Fee
2795,272,170.33,2024-05-12,Fine
2796,212,168.54,2022-07-26,Donation
2797,410,188.36,2024-12-24,Membership Fee
2798,433,114.69,2023-06-09,Membership Fee
2799,444,20.3,2022-10-29,Donation
2800,69,51.99,2022-11-10,Fine
2801,288,33.65,2024-05-19,Fine
2802,237,72.69,2025-02-06,Fine
2803,459,56.57,2024-05-07,Fine
2804,46,165.66,2023-01-15,Donation
2805,130,30.86,2025-05-16,Fine
2806,120,100.66,2024-06-21,Membership Fee
2807,117,145.4,2024-08-08,Fine
2808,252,89.98,2022-11-02,Membership Fee
2809,273,186.72,2024-11-19,Membership Fee
2810,78,116.19,2023-01-29,Donation
2811,355,41.31,2023-02-15,Donation
2812,474,61.42,2023-05-30,Membership Fee
2813,176,104.49,2024-06-16,Membership Fee
2814,500,55.07,2023-05-13,Fine
2815,237,138.71,2024-05-24,Donation
2816,177,195.21,2024-04-08,Membership Fee
2817,261,14.41,2024-05-07,Fine
2818,320,113.99,2022-09-23,Membership Fee
2819,462,93.47,2023-12-08,Membership Fee
2820,79,91.32,2023-11-08,Donation
2821,14,38.23,2024-02-14,Fine
2822,477,46.62,2023-06-17,Membership Fee
2823,138,101.2,2022-12-04,Membership Fee
2824,351,139.96,2024-12-14,Fine
2825,138,28.43,2023-03-21,Membership Fee
2826,303,54.42,2023-10-23,Donation
2827,67,170.42,2022-07-29,Fine
2828,339,84.5,2024-11-02,Donation
2829,441,179.99,2024-08-28,Membership Fee
2830,419,127.46,2025-01-15,Donation
2831,433,39.53,2023-11-03,Donation
2832,116,46.96,2022-10-28,Fine
2833,190,82.24,2024-09-16,Membership Fee
2834,407,185.29,2025-06-04,Membership Fee
2835,137,169.35,2023-04-26,Donation
2836,218,177.14,2023-09-14,Donation
2837,138,31.59,2024-02-25,Fine
2838,98,77.77,2024-01-18,Membership Fee
2839,474,8.75,2023-11-09,Donation
2840,358,38.86,2023-01-21,Membership Fee
2841,63,11.06,2023-07-06,Fine
2842,185,14.84,2024-01-21,Membership Fee
2843,214,188.98,2023-04-26,Fine
2844,307,59.28,2022-09-12,Fine
2845,11,186.72,2024-02-28,Donation
2846,378,59.54,2025-02-21,Donation
2847,58,160.15,2024-11-03,Membership Fee
2848,416,182.82,2025-06-11,Fine
2849,484,17.79,2024-08-18,Membership Fee
2850,121,189.49,2024-10-24,Membership Fee
2851,451,132.12,2023-09-25,Membership Fee
2852,441,184.31,2023-11-03,Fine
2853,472,81.4,2024-01-09,Donation
2854,412,65.28,2025-02-18,Fine
2855,400,92.35,2025-04-02,Fine
2856,239,168.07,2023-04-20,Membership Fee
2857,202,169.41,2025-06-25,Membership Fee
2858,489,92.65,2024-09-30,Fine
2859,475,197.43,2023-04-01,Donation
2860,19,158.82,2024-04-01,Donation
2861,472,96.54,2022-09-30,Fine
2862,375,140.46,2023-10-31,Fine
2863,18,152.9,2024-04-08,Membership Fee
2864,252,71.14,2024-09-01,Fine
2865,442,5.02,2025-06-06,Membership Fee
2866,394,72.29,2022-07-30,Membership Fee
2867,81,102.73,2023-10-13,Fine
2868,337,45.18,2023-11-29,Membership Fee
2869,54,25.23,2022-08-18,Donation
2870,347,103.26,2022-09-19,Donation
2871,388,192.46,2024-07-08,Donation
2872,420,169.01,2022-12-25,Membership Fee
2873,470,70.97,2024-05-31,Fine
2874,78,127.02,2023-09-02,Membership Fee
2875,11,80.69,2023-03-09,Fine
2876,144,196.29,2025-01-27,Fine
2877,485,87.67,2023-10-19,Membership Fee
2878,334,180.82,2024-03-30,Fine
2879,480,125.7,2023-09-18,Donation
2880,66,164.86,2023-03-27,Fine
2881,145,93.32,2024-09-29,Membership Fee
2882,210,185.82,2022-10-17,Fine
2883,3,34.77,2022-08-26,Fine
2884,418,91.88,2023-12-16,Membership Fee
2885,459,138.95,2023-06-30,Membership Fee
2886,309,54.04,2023-10-01,Membership Fee
2887,238,130.59,2025-01-06,Donation
2888,495,157,2024-09-01,Donation
2889,36,58.26,2022-08-16,Membership Fee
2890,29,93.22,2025-01-24,Donation
2891,361,139.24,2023-07-10,Membership Fee
2892,111,118.93,2025-05-18,Membership Fee
2893,353,174.09,2025-05-17,Membership Fee
2894,77,192.1,2024-11-21,Membership Fee
2895,332,71.49,2023-11-15,Membership Fee
2896,403,36.06,2022-10-04,Membership Fee
2897,240,154.75,2025-03-09,Fine
2898,89,105.91,2022-08-18,Donation
2899,171,182.09,2023-06-14,Fine
2900,5,10.66,2024-12-14,Fine
2901,400,168.43,2024-05-02,Fine
2902,482,143.46,2022-10-02,Donation
2903,6,83.41,2023-03-30,Donation
2904,356,166.57,2023-11-10,Fine
2905,366,9.07,2024-12-27,Membership Fee
2906,407,63.83,2023-06-20,Fine
2907,138,181.77,2022-10-11,Donation
2908,457,36.41,2024-11-22,Membership Fee
2909,244,111.9,2023-10-29,Fine
2910,53,32.4,2023-02-21,Fine
2911,227,170.37,2023-09-14,Donation
2912,277,104.48,2022-11-14,Fine
2913,169,167.61,2023-12-24,Donation
2914,13,109.71,2023-12-17,Donation
2915,286,8.82,2023-11-17,Donation
2916,41,120.76,2023-01-29,Donation
2917,56,55.71,2025-07-13,Membership Fee
2918,288,187.41,2023-09-20,Membership Fee
2919,476,78.75,2024-02-06,Donation
2920,299,136.5,2023-02-07,Membership Fee
2921,50,176.19,2022-08-11,Fine
2922,48,14.09,2023-02-06,Membership Fee
2923,35,31.53,2024-10-14,Fine
2924,479,18.08,2025-06-15,Donation
2925,15,45.11,2024-08-27,Membership Fee
2926,237,51.98,2024-05-28,Donation
2927,105,64.34,2025-03-06,Fine
2928,86,103.23,2023-01-19,Membership Fee
2929,6,193.6,2023-02-07,Donation
2930,419,73.3,2022-09-18,Donation
2931,276,26.89,2024-06-14,Donation
2932,250,175.6,2025-05-25,Membership Fee
2933,397,110.41,2023-08-10,Fine
2934,60,171.18,2025-06-26,Membership Fee
2935,486,161.34,2022-09-26,Donation
2936,459,41.95,2022-12-08,Membership Fee
2937,461,169.22,2025-06-09,Membership Fee
2938,62,80.62,2023-10-19,Membership Fee
2939,145,105.42,2025-07-16,Membership Fee
2940,494,53.66,2023-10-09,Membership Fee
2941,194,169.6,2022-10-30,Fine
2942,420,47.46,2023-07-10,Donation
2943,259,140.65,2023-01-19,Fine
2944,212,193.7,2023-09-24,Membership Fee
2945,272,72.4,2023-03-11,Donation
2946,432,68.56,2023-07-31,Membership Fee
2947,102,48.2,2022-10-30,Membership Fee
2948,21,135.54,2024-02-02,Fine
2949,4,113.6,2024-05-31,Membership Fee
2950,254,10.57,2024-07-24,Membership Fee
2951,26,195.36,2022-11-15,Donation
2952,414,143.95,2022-11-08,Fine
2953,449,198.63,2022-10-31,Membership Fee
2954,34,122.76,2025-03-08,Membership Fee
2955,173,137.18,2022-11-08,Donation
2956,204,177.27,2024-06-26,Donation
2957,150,139.28,2023-09-14,Donation
2958,413,48.09,2025-01-13,Donation
2959,246,44.38,2025-05-12,Membership Fee
2960,22,172.68,2023-10-01,Donation
2961,431,121.2,2025-01-04,Fine
2962,315,163.68,2024-07-19,Fine
2963,359,130.93,2023-02-07,Donation
2964,149,99.74,2025-04-07,Donation
2965,326,187.76,2022-07-26,Donation
2966,82,105.59,2025-02-03,Donation
2967,74,51.87,2023-04-29,Membership Fee
2968,16,81.67,2023-11-07,Fine
2969,387,42.82,2024-07-06,Donation
2970,149,199.43,2025-01-11,Membership Fee
2971,272,38.4,2025-05-29,Fine
2972,374,169.64,2022-11-19,Membership Fee
2973,10,63.91,2023-07-05,Membership Fee
2974,140,104.69,2024-02-05,Membership Fee
2975,76,41.6,2024-10-24,Donation
2976,43,72.63,2024-03-26,Donation
2977,20,153.68,2022-08-15,Donation
2978,333,176.46,2025-03-10,Membership Fee
2979,93,190.09,2022-12-30,Donation
2980,3,163.5,2022-09-05,Membership Fee
2981,122,121.94,2023-07-09,Membership Fee
2982,152,151.77,2025-04-15,Fine
2983,243,73.73,2023-08-02,Fine
2984,152,133.96,2024-10-11,Donation
2985,22,44.47,2024-02-10,Donation
2986,344,116.87,2023-06-05,Membership Fee
2987,44,91.95,2025-06-10,Membership Fee
2988,228,41.6,2024-07-14,Donation
2989,119,157.96,2022-08-09,Membership Fee
2990,57,182.07,2024-06-21,Membership Fee
2991,39,179.72,2024-05-17,Membership Fee
2992,202,195.26,2023-02-28,Fine
2993,270,141.11,2024-06-26,Membership Fee
2994,145,134.16,2025-02-26,Donation
2995,89,90.93,2023-07-02,Donation
2996,448,192.34,2023-08-18,Membership Fee
2997,488,148.05,2024-10-08,Fine
2998,113,20.93,2023-06-25,Fine
2999,93,148.5,2022-08-14,Membership Fee
3000,45,144.97,2024-04-28,Fine
3001,383,147.38,2023-08-23,Donation
3002,445,117.15,2024-05-10,Donation
3003,172,98.63,2023-09-09,Donation
3004,500,114.4,2023-07-19,Donation
3005,331,44.65,2024-01-01,Donation
3006,272,160.94,2022-08-17,Donation
3007,239,172.61,2023-10-06,Fine
3008,185,61.8,2024-10-04,Donation
3009,414,179.75,2024-09-23,Donation
3010,192,43.15,2023-03-31,Membership Fee
3011,299,128.7,2023-09-04,Donation
3012,211,81.61,2023-09-24,Fine
3013,108,17.85,2025-02-20,Donation
3014,219,63.51,2025-07-06,Membership Fee
3015,228,132.17,2022-12-09,Membership Fee
3016,471,47.04,2025-06-29,Fine
3017,488,155.47,2022-10-20,Donation
3018,106,140.12,2025-01-12,Fine
3019,263,125.34,2022-09-12,Donation
3020,177,144.72,2023-01-26,Membership Fee
3021,451,36.14,2023-08-25,Fine
3022,260,111.14,2024-04-19,Donation
3023,100,82.99,2023-07-29,Membership Fee
3024,377,121.52,2022-10-01,Membership Fee
3025,292,157.03,2024-11-28,Membership Fee
3026,376,60.48,2025-05-24,Membership Fee
3027,488,10.45,2024-08-09,Donation
3028,116,64.2,2025-03-18,Fine
3029,444,22.2,2022-08-22,Membership Fee
3030,438,132.13,2023-12-03,Donation
3031,476,190.98,2023-06-02,Donation
3032,499,178.17,2022-09-12,Membership Fee
3033,3,134.85,2022-12-11,Fine
3034,130,122.11,2022-12-30,Membership Fee
3035,497,132.53,2024-10-24,Fine
3036,229,100.48,2022-10-16,Fine
3037,24,169.1,2022-11-30,Fine
3038,179,136.49,2022-10-11,Membership Fee
3039,314,48.21,2023-12-18,Donation
3040,477,149.26,2023-04-05,Membership Fee
3041,50,28.86,2023-06-29,Fine
3042,38,114.77,2024-09-12,Fine
3043,95,67.63,2023-10-18,Donation
3044,457,122.46,2024-01-09,Donation
3045,151,114.09,2023-06-17,Donation
3046,207,70.28,2023-01-03,Membership Fee
3047,180,132.49,2025-02-24,Membership Fee
3048,214,58.46,2024-11-17,Membership Fee
3049,168,192.27,2024-07-28,Fine
3050,237,5.78,2024-08-09,Donation
3051,213,34.42,2024-08-05,Fine
3052,445,152.52,2022-08-09,Membership Fee
3053,260,95.82,2023-07-20,Membership Fee
3054,111,188.2,2023-07-13,Donation
3055,247,6.29,2022-12-04,Fine
3056,209,84.85,2024-08-13,Fine
3057,401,59.8,2025-02-25,Fine
3058,233,70.62,2023-04-01,Fine
3059,374,31.56,2023-05-08,Membership Fee
3060,37,89.59,2023-08-31,Membership Fee
3061,247,9.74,2025-06-14,Donation
3062,136,188.85,2023-12-29,Fine
3063,454,58.07,2025-01-08,Donation
3064,468,160.57,2024-06-17,Membership Fee
3065,353,13.71,2024-11-11,Donation
3066,498,96.64,2022-10-31,Donation
3067,176,100.97,2023-07-10,Fine
3068,274,21.82,2024-09-27,Fine
3069,286,12.59,2025-04-29,Donation
3070,235,88.97,2024-08-17,Membership Fee
3071,340,176.94,2023-05-25,Fine
3072,103,184.46,2023-02-23,Donation
3073,321,17.99,2023-01-09,Membership Fee
3074,159,113.52,2025-02-13,Donation
3075,334,172.19,2024-01-11,Fine
3076,90,127.73,2024-10-24,Fine
3077,321,124.66,2023-06-25,Donation
3078,329,168.61,2025-05-10,Fine
3079,107,60.34,2025-04-27,Donation
3080,459,135.07,2023-04-20,Membership Fee
3081,387,119.87,2024-02-18,Membership Fee
3082,293,86.54,2023-05-03,Membership Fee
3083,404,135.25,2025-05-22,Fine
3084,33,18.9,2022-09-04,Donation
3085,222,43.18,2023-04-04,Fine
3086,161,149.14,2024-02-21,Membership Fee
3087,59,127.43,2022-10-22,Membership Fee
3088,241,62.99,2025-07-05,Membership Fee
3089,139,78.8,2025-01-18,Fine
3090,48,175.3,2022-10-06,Membership Fee
3091,22,79.96,2022-09-01,Membership Fee
3092,73,75.01,2024-10-05,Donation
3093,49,108.6,2024-12-25,Fine
3094,86,91.44,2024-02-18,Donation
3095,26,74.41,2023-01-19,Donation
3096,411,5.13,2023-02-10,Fine
3097,444,185.86,2025-02-01,Fine
3098,40,142.95,2024-05-07,Donation
3099,98,76.12,2022-12-08,Donation
3100,478,32.88,2022-08-07,Membership Fee
3101,309,183.74,2024-04-10,Donation
3102,477,41.14,2023-08-24,Donation
3103,498,58.41,2023-08-09,Donation
3104,66,77.93,2025-03-25,Fine
3105,373,13.15,2023-04-15,Membership Fee
3106,339,176.21,2024-04-30,Donation
3107,213,100.67,2024-05-14,Fine
3108,206,167.1,2024-05-01,Donation
3109,233,108.38,2023-06-10,Fine
3110,344,76.12,2023-08-01,Membership Fee
3111,311,51.17,2024-05-21,Donation
3112,97,46.48,2023-04-19,Membership Fee
3113,123,50.04,2023-12-27,Donation
3114,323,79.25,2024-10-27,Donation
3115,477,179.1,2025-04-10,Donation
3116,179,90.25,2023-01-04,Donation
3117,399,67.3,2023-09-05,Donation
3118,223,159.93,2022-11-04,Donation
3119,282,79.59,2025-07-18,Donation
3120,186,52.04,2023-10-14,Donation
3121,55,126.51,2024-07-28,Fine
3122,405,97.47,2024-09-13,Fine
3123,287,175.99,2024-09-06,Fine
3124,346,142.12,2024-02-02,Membership Fee
3125,486,34.46,2023-08-19,Membership Fee
3126,235,194.12,2023-05-08,Donation
3127,230,154.96,2023-10-26,Donation
3128,421,85.75,2025-07-15,Donation
3129,229,141.04,2025-02-15,Fine
3130,381,66.28,2023-02-08,Donation
3131,66,42.59,2024-01-09,Donation
3132,229,162.26,2025-02-04,Fine
3133,92,142.67,2024-09-05,Donation
3134,52,63.09,2025-04-23,Fine
3135,426,44.36,2023-12-16,Fine
3136,287,96.95,2024-01-06,Donation
3137,45,9.21,2023-02-03,Donation
3138,395,71.05,2025-05-03,Membership Fee
3139,100,124.76,2023-02-07,Membership Fee
3140,380,180.42,2024-08-27,Membership Fee
3141,444,123.08,2023-12-28,Donation
3142,415,83.75,2025-04-11,Donation
3143,266,159.97,2024-04-05,Membership Fee
3144,304,59.94,2025-03-05,Membership Fee
3145,361,49.87,2025-07-09,Membership Fee
3146,71,56.71,2022-08-13,Fine
3147,276,118.53,2025-01-02,Donation
3148,374,148.36,2023-10-27,Fine
3149,1,160.19,2024-07-14,Donation
3150,314,193.12,2025-03-29,Membership Fee
3151,164,10.32,2025-03-31,Membership Fee
3152,70,132.88,2025-04-11,Donation
3153,135,7.13,2022-12-05,Fine
3154,348,138.05,2024-05-21,Donation
3155,72,61.57,2023-04-19,Fine
3156,412,174.64,2023-06-20,Fine
3157,460,139.12,2024-08-27,Membership Fee
3158,342,196.17,2023-08-18,Donation
3159,259,31.9,2023-01-24,Membership Fee
3160,342,58.52,2025-05-03,Membership Fee
3161,419,165.22,2025-05-21,Donation
3162,198,131.21,2022-10-03,Fine
3163,77,68.14,2023-05-08,Donation
3164,28,182.22,2024-12-31,Donation
3165,67,52.35,2023-05-19,Donation
3166,78,152.75,2025-05-26,Fine
3167,427,192.19,2023-10-11,Fine
3168,348,121.4,2024-02-01,Membership Fee
3169,257,52.99,2023-04-11,Membership Fee
3170,367,142.83,2024-07-01,Fine
3171,280,148.49,2024-07-21,Membership Fee
3172,354,77.38,2024-05-19,Fine
