loan_id,book_id,member_id,loan_date,due_date,return_date,fine
4473,83,116,2024-09-14,2024-09-28,2024-10-13,9.96
4474,249,134,2025-04-08,2025-04-22,2025-05-05,9.27
4475,751,253,2022-12-14,2022-12-28,,0
4476,543,201,2024-09-19,2024-10-03,,0
4477,459,440,2024-06-21,2024-07-05,,0
4478,739,318,2025-04-01,2025-04-15,2025-04-17,13.1
4479,136,445,2022-07-23,2022-08-06,2022-08-17,4.57
4480,640,248,2023-10-11,2023-10-25,2023-11-09,16.91
4481,867,146,2024-09-18,2024-10-02,2024-10-14,18.16
4482,625,385,2024-08-04,2024-08-18,2024-08-27,16.46
4483,85,227,2024-11-30,2024-12-14,2024-12-25,16.26
4484,653,424,2022-10-16,2022-10-30,,0
4485,860,492,2023-03-29,2023-04-12,2023-04-11,0
4486,395,421,2024-03-15,2024-03-29,,0
4487,435,492,2023-04-05,2023-04-19,2023-04-29,6.14
4488,285,309,2022-08-13,2022-08-27,2022-09-04,19.87
4489,180,282,2024-05-04,2024-05-18,2024-05-29,13.73
4490,637,121,2023-11-29,2023-12-13,2023-12-18,6.69
4491,912,11,2023-02-14,2023-02-28,,0
4492,886,332,2024-04-17,2024-05-01,2024-05-03,6.99
4493,545,291,2025-02-27,2025-03-13,2025-03-25,3.23
4494,142,218,2023-05-17,2023-05-31,,0
4495,164,121,2023-09-01,2023-09-15,2023-09-22,15.96
4496,591,275,2023-09-09,2023-09-23,2023-09-29,9.67
4497,891,384,2024-12-31,2025-01-14,2025-01-24,16.44
4498,993,334,2023-09-15,2023-09-29,2023-10-03,17.18
4499,928,275,2024-10-24,2024-11-07,2024-11-17,12.48
4500,658,284,2023-06-25,2023-07-09,2023-07-13,17.04
4501,714,100,2023-03-31,2023-04-14,2023-04-18,14.51
4502,713,89,2024-08-20,2024-09-03,2024-09-15,8.55
4503,247,147,2025-06-16,2025-06-30,2025-07-12,14.84
4504,115,327,2024-11-30,2024-12-14,,0
4505,541,143,2023-09-06,2023-09-20,2023-10-05,13.78
4506,21,71,2024-05-10,2024-05-24,,0
4507,399,358,2024-11-12,2024-11-26,2024-12-08,16.34
4508,759,29,2022-11-04,2022-11-18,2022-11-18,0
4509,3,14,2023-05-15,2023-05-29,2023-05-29,0
4510,994,422,2022-09-23,2022-10-07,,0
4511,372,297,2023-01-01,2023-01-15,2023-01-25,11.37
4512,569,312,2025-04-27,2025-05-11,2025-05-20,12.22
4513,286,458,2023-11-03,2023-11-17,,0
4514,50,380,2024-04-05,2024-04-19,2024-04-30,4.97
4515,133,252,2022-12-27,2023-01-10,2023-01-24,10.94
4516,453,410,2023-12-04,2023-12-18,2023-12-28,11.84
4517,56,352,2025-05-16,2025-05-30,2025-06-13,2.8
4518,697,89,2024-03-06,2024-03-20,2024-04-05,11.63
4519,941,303,2022-09-13,2022-09-27,,0
4520,688,131,2024-02-12,2024-02-26,2024-03-07,5.01
4521,63,65,2024-09-29,2024-10-13,2024-10-25,8.24
4522,350,228,2023-06-27,2023-07-11,,0
4523,500,110,2025-05-12,2025-05-26,,0
4524,49,199,2024-02-07,2024-02-21,,0
4525,636,38,2024-11-26,2024-12-10,2024-12-15,4.62
4526,141,77,2024-03-10,2024-03-24,2024-03-21,0
4527,151,423,2023-08-10,2023-08-24,2023-08-23,0
4528,515,153,2023-03-05,2023-03-19,2023-03-28,6.06
4529,924,135,2023-03-19,2023-04-02,2023-04-10,14.44
4530,36,23,2023-10-07,2023-10-21,,0
4531,775,67,2023-11-04,2023-11-18,2023-12-03,15.75
4532,982,361,2023-03-04,2023-03-18,2023-04-03,7.22
4533,184,297,2023-08-06,2023-08-20,2023-08-17,0
4534,309,193,2023-06-13,2023-06-27,2023-07-03,13.34
4535,693,243,2023-11-25,2023-12-09,2023-12-06,0
4536,385,6,2023-05-13,2023-05-27,2023-05-28,12.27
4537,959,127,2024-04-05,2024-04-19,2024-04-28,10.47
4538,240,147,2023-03-17,2023-03-31,2023-04-14,18.4
4539,873,460,2024-05-27,2024-06-10,2024-06-07,0
4540,200,260,2023-03-07,2023-03-21,,0
4541,298,150,2023-03-27,2023-04-10,2023-04-10,0
4542,417,116,2022-10-17,2022-10-31,2022-10-30,0
4543,481,175,2024-07-26,2024-08-09,2024-08-18,1.7
4544,889,77,2025-07-11,2025-07-25,2025-08-08,9.25
4545,536,388,2024-03-31,2024-04-14,,0
4546,51,484,2022-09-12,2022-09-26,2022-09-25,0
4547,472,197,2023-12-11,2023-12-25,2023-12-30,17.25
4548,378,399,2022-11-07,2022-11-21,,0
4549,660,461,2024-05-23,2024-06-06,2024-06-19,12.06
4550,689,476,2023-09-30,2023-10-14,2023-10-26,6.19
4551,938,314,2022-08-01,2022-08-15,2022-08-22,16.01
4552,252,88,2025-01-20,2025-02-03,,0
4553,880,492,2023-04-26,2023-05-10,2023-05-07,0
4554,524,445,2023-01-18,2023-02-01,2023-02-07,1.21
4555,20,40,2023-11-10,2023-11-24,2023-11-28,5.23
4556,174,118,2023-07-04,2023-07-18,2023-07-15,0
4557,578,102,2023-09-26,2023-10-10,2023-10-18,14.58
4558,655,34,2022-07-25,2022-08-08,2022-08-19,6.21
4559,775,30,2024-03-08,2024-03-22,2024-03-24,5.43
4560,514,200,2023-09-09,2023-09-23,,0
4561,173,9,2024-06-20,2024-07-04,2024-07-05,1.69
4562,13,464,2022-10-22,2022-11-05,2022-11-18,4.13
4563,178,44,2022-07-27,2022-08-10,2022-08-14,14.71
4564,653,451,2024-04-16,2024-04-30,,0
4565,559,183,2024-02-13,2024-02-27,2024-03-06,15.65
4566,672,5,2022-09-17,2022-10-01,,0
4567,909,210,2023-05-02,2023-05-16,2023-05-12,0
4568,343,223,2024-09-02,2024-09-16,2024-09-14,0
4569,497,137,2022-12-01,2022-12-15,2022-12-26,13.61
4570,490,369,2023-11-07,2023-11-21,2023-11-23,1.71
4571,892,278,2022-08-10,2022-08-24,2022-08-23,0
4572,259,284,2022-07-27,2022-08-10,2022-08-24,13.91
4573,63,367,2024-08-09,2024-08-23,2024-09-01,8.27
4574,26,181,2023-12-16,2023-12-30,,0
4575,854,166,2025-07-10,2025-07-24,2025-07-24,0
4576,958,62,2022-09-20,2022-10-04,2022-10-01,0
4577,736,335,2022-09-09,2022-09-23,2022-10-02,11.89
4578,778,449,2024-01-10,2024-01-24,2024-01-27,4.53
4579,922,382,2022-08-22,2022-09-05,2022-09-08,12.9
4580,716,267,2023-02-02,2023-02-16,2023-03-04,12.36
4581,639,23,2022-12-22,2023-01-05,,0
4582,553,303,2023-07-01,2023-07-15,2023-07-23,6.98
4583,913,241,2024-03-25,2024-04-08,2024-04-16,13.35
4584,735,358,2023-02-27,2023-03-13,2023-03-25,2.54
4585,195,337,2022-09-24,2022-10-08,2022-10-12,12.7
4586,301,356,2025-05-04,2025-05-18,,0
4587,982,68,2024-03-13,2024-03-27,2024-04-05,9.51
4588,199,441,2023-10-15,2023-10-29,2023-11-13,10.25
4589,120,443,2024-04-28,2024-05-12,,0
4590,894,426,2023-12-21,2024-01-04,,0
4591,57,125,2022-09-25,2022-10-09,2022-10-17,6.45
4592,178,44,2023-08-17,2023-08-31,,0
4593,534,126,2023-09-05,2023-09-19,2023-09-30,12.2
4594,735,461,2024-06-24,2024-07-08,2024-07-04,0
4595,670,491,2022-12-17,2022-12-31,,0
4596,857,88,2024-05-06,2024-05-20,,0
4597,930,86,2023-08-27,2023-09-10,2023-09-18,18.18
4598,518,448,2023-09-08,2023-09-22,2023-10-05,19.18
4599,285,476,2022-10-13,2022-10-27,,0
4600,218,156,2023-05-19,2023-06-02,2023-06-06,11
4601,939,66,2023-11-23,2023-12-07,2023-12-08,8.98
4602,750,348,2023-02-09,2023-02-23,2023-03-01,11.26
4603,570,31,2024-03-28,2024-04-11,2024-04-10,0
4604,732,334,2023-03-29,2023-04-12,2023-04-11,0
4605,847,225,2023-08-14,2023-08-28,,0
4606,260,70,2023-07-29,2023-08-12,2023-08-20,16.57
4607,189,23,2022-09-13,2022-09-27,2022-10-04,15.44
4608,659,241,2023-04-22,2023-05-06,2023-05-09,2.75
4609,887,236,2025-04-04,2025-04-18,2025-04-17,0
4610,400,319,2025-02-02,2025-02-16,2025-02-14,0
4611,64,469,2024-09-10,2024-09-24,2024-10-02,1.72
4612,358,47,2024-07-17,2024-07-31,,0
4613,855,341,2025-01-02,2025-01-16,,0
4614,890,75,2023-02-19,2023-03-05,2023-03-08,7.79
4615,495,296,2022-10-30,2022-11-13,2022-11-16,8.45
4616,86,27,2024-03-21,2024-04-04,,0
4617,453,132,2022-10-04,2022-10-18,2022-10-20,19.67
4618,832,68,2023-04-25,2023-05-09,2023-05-19,8.34
4619,66,166,2024-11-24,2024-12-08,2024-12-04,0
4620,23,246,2025-03-01,2025-03-15,2025-03-30,6.26
4621,321,175,2024-09-14,2024-09-28,2024-09-30,11.82
4622,656,273,2024-01-13,2024-01-27,2024-01-25,0
4623,5,372,2022-08-07,2022-08-21,2022-09-01,9.79
4624,414,341,2022-09-17,2022-10-01,2022-10-05,6.48
4625,789,120,2023-03-19,2023-04-02,2023-04-18,5.73
4626,621,455,2023-07-13,2023-07-27,,0
4627,91,436,2025-02-09,2025-02-23,2025-02-28,4.87
4628,494,330,2024-05-17,2024-05-31,2024-06-12,2.07
4629,623,183,2024-04-18,2024-05-02,2024-05-12,11.1
4630,140,320,2023-12-04,2023-12-18,2023-12-22,12.15
4631,777,34,2023-12-17,2023-12-31,,0
4632,464,93,2023-04-30,2023-05-14,,0
4633,693,394,2025-07-22,2025-08-05,2025-08-21,9.61
4634,561,136,2023-03-29,2023-04-12,2023-04-17,11.87
4635,187,55,2024-06-12,2024-06-26,2024-07-11,3.47
4636,656,264,2023-04-06,2023-04-20,2023-04-21,12.08
4637,226,135,2024-12-08,2024-12-22,2024-12-31,11.76
4638,765,47,2022-11-25,2022-12-09,2022-12-07,0
4639,534,156,2023-06-14,2023-06-28,2023-07-05,2.46
4640,995,396,2023-10-10,2023-10-24,2023-11-07,16.82
4641,368,50,2022-12-24,2023-01-07,2023-01-12,17.05
4642,71,261,2024-03-25,2024-04-08,2024-04-15,13.79
4643,474,22,2024-11-15,2024-11-29,,0
4644,341,58,2023-03-15,2023-03-29,2023-04-02,7.84
4645,513,270,2025-02-08,2025-02-22,,0
4646,993,345,2025-01-24,2025-02-07,2025-02-04,0
4647,816,66,2022-11-09,2022-11-23,2022-12-05,14.47
4648,477,375,2024-09-09,2024-09-23,,0
4649,956,467,2023-08-19,2023-09-02,2023-09-03,15.93
4650,831,462,2023-03-06,2023-03-20,,0
4651,114,427,2024-07-16,2024-07-30,2024-08-11,13.65
4652,254,500,2022-10-06,2022-10-20,2022-10-20,0
4653,407,316,2022-12-05,2022-12-19,2022-12-19,0
4654,547,270,2024-01-11,2024-01-25,2024-01-22,0
4655,671,251,2023-09-17,2023-10-01,2023-10-05,7.4
4656,43,87,2025-01-08,2025-01-22,2025-02-07,2.44
4657,509,27,2022-12-15,2022-12-29,2022-12-30,3.79
4658,14,307,2023-09-26,2023-10-10,2023-10-10,0
4659,221,413,2022-09-22,2022-10-06,2022-10-18,9.38
4660,810,477,2022-08-31,2022-09-14,2022-09-18,14.45
4661,94,228,2024-11-05,2024-11-19,,0
4662,440,390,2025-01-15,2025-01-29,2025-02-09,10
4663,683,12,2022-12-18,2023-01-01,2023-01-11,15.98
4664,747,76,2022-10-19,2022-11-02,2022-11-05,11.41
4665,201,406,2024-06-14,2024-06-28,2024-06-25,0
4666,859,352,2025-03-25,2025-04-08,2025-04-13,6.6
4667,987,190,2024-05-25,2024-06-08,2024-06-19,4.52
4668,776,187,2023-02-20,2023-03-06,2023-03-02,0
4669,511,261,2025-04-03,2025-04-17,2025-04-26,17.64
4670,637,453,2023-07-31,2023-08-14,,0
4671,863,70,2024-05-17,2024-05-31,,0
4672,128,232,2024-01-01,2024-01-15,2024-01-15,0
4673,530,5,2024-03-29,2024-04-12,2024-04-15,9.21
4674,95,135,2023-09-29,2023-10-13,,0
4675,530,41,2024-07-19,2024-08-02,2024-07-31,0
4676,205,369,2023-05-19,2023-06-02,2023-05-29,0
4677,496,47,2024-03-19,2024-04-02,2024-04-08,5.82
4678,450,106,2024-01-25,2024-02-08,2024-02-10,2.92
4679,2,411,2025-05-10,2025-05-24,2025-05-30,18.9
4680,278,286,2024-11-23,2024-12-07,2024-12-07,0
4681,359,369,2025-01-09,2025-01-23,2025-01-25,18.05
4682,952,327,2024-09-22,2024-10-06,2024-10-18,11.71
4683,167,157,2023-05-29,2023-06-12,2023-06-16,18.22
4684,889,321,2024-07-10,2024-07-24,2024-07-30,14.6
4685,716,468,2024-07-10,2024-07-24,2024-07-22,0
4686,918,104,2024-11-20,2024-12-04,,0
4687,640,271,2025-06-09,2025-06-23,2025-06-30,1.67
4688,975,150,2023-12-16,2023-12-30,2024-01-03,2.52
4689,893,70,2023-04-09,2023-04-23,,0
4690,3,184,2024-02-15,2024-02-29,,0
4691,670,181,2024-02-14,2024-02-28,2024-03-01,2.98
4692,90,32,2022-11-10,2022-11-24,2022-12-02,15.06
4693,434,94,2022-10-05,2022-10-19,2022-10-27,17.08
4694,764,271,2024-12-12,2024-12-26,,0
4695,233,81,2022-11-01,2022-11-15,,0
4696,31,53,2024-10-09,2024-10-23,2024-10-26,17.69
4697,20,36,2023-07-20,2023-08-03,2023-08-07,15.08
4698,744,41,2023-01-07,2023-01-21,2023-02-06,4.74
4699,596,500,2023-07-04,2023-07-18,,0
4700,116,411,2022-10-30,2022-11-13,2022-11-11,0
4701,763,373,2025-05-19,2025-06-02,2025-06-02,0
4702,927,486,2022-10-20,2022-11-03,2022-11-18,15.77
4703,240,415,2024-05-17,2024-05-31,2024-06-02,14.47
4704,521,463,2024-05-18,2024-06-01,2024-06-17,12.88
4705,446,397,2023-09-13,2023-09-27,2023-09-26,0
4706,678,454,2024-07-01,2024-07-15,,0
4707,226,194,2023-02-16,2023-03-02,2023-03-18,2.7
4708,449,458,2022-07-26,2022-08-09,2022-08-14,11.42
4709,510,203,2022-08-31,2022-09-14,2022-09-11,0
4710,84,429,2023-05-15,2023-05-29,2023-06-03,9.62
4711,762,220,2024-05-18,2024-06-01,2024-06-16,2.66
4712,826,368,2023-03-07,2023-03-21,,0
4713,567,500,2024-01-27,2024-02-10,2024-02-18,9.05
4714,742,396,2023-09-12,2023-09-26,2023-09-28,12.64
4715,316,122,2023-05-10,2023-05-24,2023-05-25,14.43
4716,653,111,2024-05-18,2024-06-01,2024-06-02,8.21
4717,554,253,2023-09-10,2023-09-24,2023-10-04,2.04
4718,188,86,2024-06-08,2024-06-22,2024-06-23,12.22
4719,220,379,2024-10-24,2024-11-07,2024-11-10,9.65
4720,466,98,2025-01-09,2025-01-23,2025-02-01,19.08
4721,16,132,2024-07-26,2024-08-09,2024-08-10,6.11
4722,646,327,2024-02-11,2024-02-25,2024-03-07,8.68
4723,795,12,2024-04-19,2024-05-03,2024-05-01,0
4724,249,72,2022-10-26,2022-11-09,,0
4725,887,404,2022-11-28,2022-12-12,,0
4726,101,74,2023-10-16,2023-10-30,2023-11-02,4.44
4727,793,115,2025-07-09,2025-07-23,2025-07-22,0
4728,823,112,2022-12-24,2023-01-07,2023-01-04,0
4729,785,21,2023-02-14,2023-02-28,2023-03-03,16.2
4730,579,25,2024-07-15,2024-07-29,2024-08-05,15.92
4731,700,265,2022-11-05,2022-11-19,2022-11-28,8.28
4732,150,31,2023-05-21,2023-06-04,2023-06-17,9.76
4733,816,427,2024-04-14,2024-04-28,2024-04-30,1.93
4734,550,40,2023-09-18,2023-10-02,2023-10-18,4.94
4735,423,446,2024-05-08,2024-05-22,2024-06-05,12.66
4736,171,382,2023-09-10,2023-09-24,2023-09-25,18.3
4737,787,256,2023-04-30,2023-05-14,,0
4738,862,255,2023-06-30,2023-07-14,2023-07-20,16.97
4739,428,481,2023-08-03,2023-08-17,,0
4740,235,98,2024-05-17,2024-05-31,2024-06-16,2.53
4741,206,134,2023-11-24,2023-12-08,2023-12-18,6.91
4742,333,354,2024-05-14,2024-05-28,2024-05-24,0
4743,222,292,2024-08-04,2024-08-18,2024-08-30,3.31
4744,350,286,2023-12-29,2024-01-12,2024-01-24,2.66
4745,572,193,2023-12-13,2023-12-27,,0
4746,674,380,2024-08-02,2024-08-16,2024-08-24,16.27
4747,587,163,2023-07-16,2023-07-30,,0
4748,106,166,2023-07-30,2023-08-13,2023-08-10,0
4749,743,128,2024-11-10,2024-11-24,2024-12-03,18.4
4750,588,65,2023-07-06,2023-07-20,2023-07-27,10.64
4751,549,65,2024-03-19,2024-04-02,,0
4752,598,108,2025-07-02,2025-07-16,2025-07-13,0
4753,126,310,2023-08-05,2023-08-19,2023-08-30,2.67
4754,398,123,2024-02-24,2024-03-09,2024-03-14,9.62
4755,764,319,2024-02-20,2024-03-05,,0
4756,918,145,2025-07-01,2025-07-15,2025-07-25,15.97
4757,681,453,2022-11-13,2022-11-27,2022-11-26,0
4758,217,79,2023-12-08,2023-12-22,2023-12-24,1.6
4759,878,480,2023-02-28,2023-03-14,,0
4760,872,206,2023-06-07,2023-06-21,,0
4761,116,226,2024-11-04,2024-11-18,2024-11-23,7.16
4762,782,30,2025-02-05,2025-02-19,2025-02-17,0
4763,71,442,2024-01-04,2024-01-18,2024-02-02,8.45
4764,652,423,2024-11-26,2024-12-10,2024-12-25,10.51
4765,801,239,2022-09-14,2022-09-28,,0
4766,262,462,2025-06-13,2025-06-27,2025-07-11,15.97
4767,203,451,2023-08-30,2023-09-13,2023-09-21,5.03
4768,380,286,2025-04-18,2025-05-02,2025-05-15,18.45
4769,490,418,2023-08-18,2023-09-01,2023-09-03,10.44
4770,966,40,2023-07-13,2023-07-27,2023-08-10,10.81
4771,769,132,2025-05-10,2025-05-24,,0
4772,416,197,2023-07-17,2023-07-31,2023-08-13,18.28
4773,846,70,2025-07-08,2025-07-22,2025-07-22,0
4774,991,277,2024-09-17,2024-10-01,2024-09-30,0
4775,467,111,2023-02-22,2023-03-08,2023-03-04,0
4776,32,118,2022-10-30,2022-11-13,2022-11-09,0
4777,944,366,2023-06-20,2023-07-04,2023-07-18,10.25
4778,290,469,2025-02-20,2025-03-06,2025-03-08,7.98
4779,127,313,2024-02-26,2024-03-11,2024-03-11,0
4780,288,180,2024-08-18,2024-09-01,,0
4781,745,332,2023-10-07,2023-10-21,2023-10-31,2.17
4782,427,228,2025-07-13,2025-07-27,2025-08-02,13.18
4783,484,106,2024-11-27,2024-12-11,2024-12-17,16.97
4784,23,52,2024-07-01,2024-07-15,,0
4785,90,317,2024-02-25,2024-03-10,,0
4786,74,196,2023-03-22,2023-04-05,2023-04-21,7.68
4787,893,295,2025-03-28,2025-04-11,2025-04-10,0
4788,821,157,2024-07-06,2024-07-20,2024-07-20,0
4789,842,263,2023-01-09,2023-01-23,2023-01-27,11.76
4790,26,54,2025-06-14,2025-06-28,2025-06-29,17.11
4791,802,78,2025-06-25,2025-07-09,2025-07-12,9.91
4792,967,488,2023-04-09,2023-04-23,2023-04-29,13.27
4793,738,15,2023-05-02,2023-05-16,2023-05-23,19.92
4794,651,124,2023-05-02,2023-05-16,2023-05-31,9.65
4795,747,238,2024-06-23,2024-07-07,2024-07-11,8.68
4796,365,415,2022-08-07,2022-08-21,2022-09-01,18.13
4797,191,17,2024-03-30,2024-04-13,2024-04-13,0
4798,122,390,2024-05-30,2024-06-13,,0
4799,81,482,2023-06-12,2023-06-26,,0
4800,94,256,2023-07-08,2023-07-22,2023-07-31,15.4
4801,923,461,2025-03-25,2025-04-08,2025-04-10,2.5
4802,998,70,2023-05-27,2023-06-10,2023-06-09,0
4803,907,278,2024-06-23,2024-07-07,,0
4804,39,419,2024-02-08,2024-02-22,2024-03-08,13.94
4805,569,27,2023-05-09,2023-05-23,2023-06-03,9.65
4806,503,230,2023-02-16,2023-03-02,2023-03-18,4.21
4807,160,288,2023-06-23,2023-07-07,2023-07-12,6.83
4808,313,480,2023-12-24,2024-01-07,2024-01-10,12.6
4809,15,372,2024-04-01,2024-04-15,2024-04-26,11.58
4810,213,288,2024-11-18,2024-12-02,2024-12-14,19.37
4811,462,49,2024-06-11,2024-06-25,2024-07-07,19.65
4812,729,481,2024-01-07,2024-01-21,2024-01-28,10.72
4813,580,82,2024-08-09,2024-08-23,2024-08-21,0
4814,890,127,2024-12-29,2025-01-12,2025-01-28,18.82
4815,398,484,2023-09-17,2023-10-01,,0
4816,998,346,2025-07-11,2025-07-25,,0
4817,133,295,2024-03-22,2024-04-05,,0
4818,473,375,2022-09-02,2022-09-16,2022-09-20,17.66
4819,233,11,2024-04-04,2024-04-18,2024-04-28,18.16
4820,631,326,2025-07-11,2025-07-25,,0
4821,73,465,2024-12-13,2024-12-27,2025-01-12,11.97
4822,756,299,2022-11-03,2022-11-17,2022-11-18,8.13
4823,987,254,2023-10-17,2023-10-31,,0
4824,276,80,2024-05-30,2024-06-13,,0
4825,914,343,2022-09-28,2022-10-12,2022-10-18,8.89
4826,641,283,2024-07-29,2024-08-12,2024-08-26,14.98
4827,577,243,2023-01-20,2023-02-03,,0
4828,428,329,2023-03-29,2023-04-12,,0
4829,4,46,2022-09-11,2022-09-25,2022-09-22,0
4830,537,266,2023-11-14,2023-11-28,2023-11-25,0
4831,734,307,2023-07-19,2023-08-02,2023-08-07,7.62
4832,82,124,2024-11-05,2024-11-19,2024-11-15,0
4833,391,160,2025-06-22,2025-07-06,2025-07-18,7.83
4834,447,464,2024-02-02,2024-02-16,2024-02-23,15.12
4835,281,209,2024-05-05,2024-05-19,2024-05-26,9.38
4836,423,180,2022-10-26,2022-11-09,2022-11-16,4.19
4837,152,282,2023-01-31,2023-02-14,2023-02-24,11.4
4838,22,332,2025-01-29,2025-02-12,2025-02-28,16.19
4839,422,333,2024-01-02,2024-01-16,2024-01-27,13.11
4840,348,270,2024-07-19,2024-08-02,2024-08-08,12.51
4841,67,410,2024-07-08,2024-07-22,,0
4842,91,103,2022-09-27,2022-10-11,2022-10-09,0
4843,231,452,2023-07-23,2023-08-06,2023-08-11,9.88
4844,222,86,2023-09-19,2023-10-03,,0
4845,319,287,2023-02-10,2023-02-24,,0
4846,565,157,2023-10-16,2023-10-30,2023-11-08,9.18
4847,893,475,2023-11-30,2023-12-14,,0
4848,959,29,2024-12-07,2024-12-21,2024-12-30,4.02
4849,624,250,2024-07-10,2024-07-24,2024-08-01,7.29
4850,56,72,2023-07-25,2023-08-08,2023-08-07,0
4851,793,108,2024-02-13,2024-02-27,2024-03-08,3.63
4852,913,386,2025-03-24,2025-04-07,2025-04-12,13.75
4853,497,59,2023-02-17,2023-03-03,,0
4854,95,67,2024-08-05,2024-08-19,,0
4855,389,7,2023-04-18,2023-05-02,2023-05-17,5.15
4856,353,39,2022-11-11,2022-11-25,2022-11-22,0
4857,949,494,2023-09-26,2023-10-10,2023-10-23,1.65
4858,651,233,2024-07-03,2024-07-17,2024-07-31,10.05
4859,823,99,2023-11-10,2023-11-24,,0
4860,22,337,2023-10-17,2023-10-31,,0
4861,707,289,2023-07-06,2023-07-20,2023-07-18,0
4862,82,70,2023-03-01,2023-03-15,2023-03-22,9.31
4863,418,299,2023-09-28,2023-10-12,2023-10-19,17.15
4864,289,216,2025-05-02,2025-05-16,2025-05-20,1.93
4865,561,342,2025-04-14,2025-04-28,2025-05-12,3.47
4866,386,78,2024-08-07,2024-08-21,,0
4867,570,224,2023-03-13,2023-03-27,2023-03-26,0
4868,910,256,2024-09-14,2024-09-28,2024-10-13,10.7
4869,869,59,2024-01-13,2024-01-27,2024-02-02,9.47
4870,429,157,2023-10-27,2023-11-10,2023-11-11,1.92
4871,459,487,2022-11-12,2022-11-26,,0
4872,692,453,2022-12-30,2023-01-13,2023-01-28,1.88
4873,633,216,2025-03-09,2025-03-23,2025-03-28,7.67
4874,410,106,2024-06-16,2024-06-30,2024-07-01,16.93
4875,441,42,2023-05-05,2023-05-19,,0
4876,82,107,2024-11-10,2024-11-24,2024-11-27,16.08
4877,737,194,2025-06-08,2025-06-22,2025-06-19,0
4878,698,399,2024-01-25,2024-02-08,2024-02-19,12.48
4879,975,367,2024-04-26,2024-05-10,2024-05-24,2.13
4880,923,195,2023-09-18,2023-10-02,2023-10-13,10.98
4881,389,240,2022-12-13,2022-12-27,,0
4882,59,195,2024-01-12,2024-01-26,2024-01-24,0
4883,52,272,2024-03-05,2024-03-19,2024-03-16,0
4884,104,87,2023-07-26,2023-08-09,,0
4885,774,155,2024-11-16,2024-11-30,2024-12-11,2.6
4886,562,114,2024-03-17,2024-03-31,2024-04-06,2.39
4887,732,74,2024-11-21,2024-12-05,,0
4888,791,254,2022-10-18,2022-11-01,2022-10-31,0
4889,527,419,2023-04-14,2023-04-28,,0
4890,513,53,2023-02-01,2023-02-15,,0
4891,207,467,2024-08-27,2024-09-10,2024-09-23,5.14
4892,129,268,2025-07-08,2025-07-22,2025-07-23,19.58
4893,468,438,2024-07-25,2024-08-08,2024-08-12,8.64
4894,488,446,2024-01-13,2024-01-27,2024-02-12,7.89
4895,413,88,2023-05-27,2023-06-10,2023-06-17,16.12
4896,609,219,2024-08-14,2024-08-28,2024-08-26,0
4897,691,480,2023-12-10,2023-12-24,2023-12-31,15.89
4898,772,433,2024-07-17,2024-07-31,2024-08-01,10.84
4899,185,70,2024-09-29,2024-10-13,2024-10-24,2.86
4900,392,391,2025-04-21,2025-05-05,2025-05-03,0
4901,818,475,2024-09-14,2024-09-28,,0
4902,749,13,2022-11-22,2022-12-06,2022-12-21,7.36
4903,577,323,2022-08-01,2022-08-15,,0
4904,339,247,2025-06-10,2025-06-24,2025-07-10,15.22
4905,380,10,2025-03-05,2025-03-19,2025-03-23,16.21
4906,403,175,2023-10-06,2023-10-20,2023-10-24,18.79
4907,328,221,2023-10-27,2023-11-10,2023-11-17,13.82
4908,462,413,2022-08-31,2022-09-14,2022-09-14,0
4909,934,15,2023-05-01,2023-05-15,2023-05-12,0
4910,280,239,2023-07-20,2023-08-03,2023-07-31,0
4911,292,371,2025-01-01,2025-01-15,2025-01-12,0
4912,988,269,2023-10-23,2023-11-06,,0
4913,340,116,2023-07-08,2023-07-22,2023-08-01,15
4914,756,168,2024-06-23,2024-07-07,2024-07-08,13.81
4915,678,20,2024-07-15,2024-07-29,,0
4916,880,189,2023-08-27,2023-09-10,2023-09-10,0
4917,126,437,2024-05-26,2024-06-09,,0
4918,4,490,2023-07-10,2023-07-24,2023-07-20,0
4919,251,483,2023-09-15,2023-09-29,2023-10-10,16.56
4920,696,268,2024-01-06,2024-01-20,,0
4921,697,156,2022-08-21,2022-09-04,2022-09-12,6.13
4922,774,433,2023-09-12,2023-09-26,2023-10-05,9.9
4923,617,245,2024-12-14,2024-12-28,,0
4924,745,69,2022-08-30,2022-09-13,2022-09-24,1.05
4925,847,150,2023-07-23,2023-08-06,2023-08-03,0
4926,897,112,2025-04-27,2025-05-11,2025-05-26,8.93
4927,292,470,2024-03-13,2024-03-27,2024-04-05,16.63
4928,519,294,2022-11-11,2022-11-25,2022-11-22,0
4929,420,346,2024-06-10,2024-06-24,2024-06-30,9.76
4930,964,210,2025-06-30,2025-07-14,2025-07-29,9.53
4931,464,299,2023-09-03,2023-09-17,2023-10-03,12.09
4932,282,441,2024-01-13,2024-01-27,2024-01-28,15.85
4933,843,380,2023-01-23,2023-02-06,2023-02-15,12.04
4934,880,124,2022-10-23,2022-11-06,2022-11-02,0
4935,771,170,2023-04-02,2023-04-16,2023-05-02,18.4
4936,219,251,2022-09-13,2022-09-27,2022-09-30,4.38
4937,626,323,2023-02-18,2023-03-04,2023-03-14,3.51
4938,587,333,2023-06-04,2023-06-18,,0
4939,285,16,2025-01-22,2025-02-05,2025-02-15,8.39
4940,45,115,2025-07-09,2025-07-23,2025-07-20,0
